age,gender,degree,born_US,Family_income,nation_education,nation_race,nation_arms,nation_welfare,Assistance_to_the_poor,Assistance_to_other_countries,social_security,pres16,tax,Immigration,age_group,race
49,Male,Graduate,Yes,"$170,000 or over",About right,Too much,Too much,Too much,NA,NA,Too much,Other,NA,Disagree,40-49 years old,White
80,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,About right,Trump,NA,NA,80-89 years old,White
72,Female,Associate College,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,70-79 years old,White
63,Female,Associate College,Yes,"$40,000 ~ $59,999",About right,Too little,About right,Too much,NA,NA,Too little,Clinton,NA,Disagree,60-69 years old,White
51,Male,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,Strongly agree,50-59 years old,White
52,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,50-59 years old,White
84,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,About right,Trump,NA,Neither,80-89 years old,White
81,Male,Graduate,Yes,"$130,000 ~ $169,999",About right,About right,Too little,About right,NA,NA,Too little,Clinton,2,NA,80-89 years old,White
31,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,Disagree,30-39 years old,White
41,Female,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,Too little,Other,1,Disagree,40-49 years old,White
60,Female,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,Disagree,60-69 years old,White
NA,Male,Bachelors,Yes,NA,Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,1,Agree,NA,White
40,Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Disagree,40-49 years old,White
65,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,Disagree,60-69 years old,White
46,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,40-49 years old,White
67,Male,Graduate,Yes,"$130,000 ~ $169,999",About right,About right,Too much,About right,NA,NA,About right,Clinton,1,Disagree,60-69 years old,White
47,Female,Associate College,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,40-49 years old,White
28,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too much,Clinton,1,Strongly disagree,20-29 years old,White
81,Female,High School,Yes,"$60,000 ~ $89,999",About right,About right,NA,About right,NA,NA,Too little,Trump,NA,NA,80-89 years old,White
72,Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too much,Too little,Too much,NA,NA,About right,Trump,1,NA,70-79 years old,White
NA,Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,Agree,NA,White
83,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,NA,80-89 years old,White
NA,Male,NA,Yes,NA,Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Neither,NA,Hispanic
81,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,80-89 years old,White
70,Male,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,1,NA,70-79 years old,White
57,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too much,Too much,Too much,NA,NA,Too little,Clinton,NA,Agree,50-59 years old,White
42,Male,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,Agree,40-49 years old,White
39,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Strongly disagree,30-39 years old,White
41,Male,High School,Yes,"$90,000 ~ $129,999",About right,About right,Too much,About right,NA,NA,About right,Trump,1,Neither,40-49 years old,White
63,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Trump,1,Agree,60-69 years old,White
83,Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,1,Strongly agree,80-89 years old,White
NA,Male,Associate College,Yes,NA,Too little,Too much,Too much,Too little,NA,NA,Too little,Trump,1,Strongly agree,NA,Other
73,Female,High School,Yes,NA,About right,About right,Too little,About right,NA,NA,Too little,Trump,1,Agree,70-79 years old,White
72,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,1,NA,70-79 years old,White
45,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,Too little,Trump,NA,NA,40-49 years old,White
52,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,Agree,50-59 years old,White
65,Female,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,60-69 years old,White
NA,Female,Graduate,Yes,NA,About right,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Neither,NA,White
45,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,40-49 years old,White
68,Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too much,About right,Too much,NA,NA,Too little,Trump,2,Agree,60-69 years old,White
41,Female,Graduate,Yes,"$170,000 or over",About right,Too little,About right,About right,NA,NA,Too little,Clinton,NA,Strongly disagree,40-49 years old,White
NA,Male,Graduate,Yes,NA,NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,NA,Black
43,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Other,1,Neither,40-49 years old,White
72,Male,High School,Yes,"$40,000 ~ $59,999",Too much,Too much,About right,Too much,NA,NA,Too much,Trump,1,Strongly agree,70-79 years old,White
59,Female,High School,Yes,"Under $10,000",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Agree,50-59 years old,White
64,Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,About right,NA,NA,Too much,Clinton,NA,Disagree,60-69 years old,White
44,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,NA,40-49 years old,White
42,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,About right,Too much,Trump,NA,NA,40-49 years old,White
76,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,Strongly disagree,70-79 years old,White
59,Female,High School,Yes,"$90,000 ~ $129,999",About right,Too much,Too little,Too much,NA,NA,About right,Trump,2,Agree,50-59 years old,White
65,Male,Graduate,Yes,NA,NA,NA,NA,NA,About right,About right,About right,Trump,1,NA,60-69 years old,White
81,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,NA,80-89 years old,White
52,Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,3,NA,50-59 years old,White
34,Male,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,30-39 years old,White
41,Female,Bachelors,Yes,"$170,000 or over",Too little,Too little,Too much,Too much,NA,NA,About right,Clinton,1,Neither,40-49 years old,White
59,Male,High School,Yes,"$170,000 or over",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,1,NA,50-59 years old,White
NA,Female,NA,Yes,NA,NA,NA,NA,NA,Too little,About right,About right,Trump,2,NA,NA,White
66,Female,Graduate,Yes,"$170,000 or over",Too little,Too little,About right,NA,NA,NA,About right,Clinton,3,NA,60-69 years old,White
29,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too much,About right,About right,Too little,NA,NA,Too much,Clinton,2,Strongly disagree,20-29 years old,White
68,Male,Graduate,Yes,"$170,000 or over",About right,Too little,Too much,Too little,NA,NA,About right,Clinton,2,Strongly disagree,60-69 years old,White
61,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,NA,NA,NA,NA,NA,NA,Trump,1,Agree,60-69 years old,White
72,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,NA,70-79 years old,White
77,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,About right,About right,NA,NA,About right,Clinton,2,Strongly disagree,70-79 years old,White
69,Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,Strongly disagree,60-69 years old,White
41,Female,Graduate,Yes,NA,Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Disagree,40-49 years old,White
79,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,70-79 years old,White
54,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,50-59 years old,White
62,Female,Bachelors,Yes,"$170,000 or over",About right,About right,Too much,Too much,NA,NA,Too little,Trump,1,Strongly agree,60-69 years old,White
64,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,60-69 years old,White
56,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,50-59 years old,White
86,Female,Graduate,Yes,NA,NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,80-89 years old,White
24,Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,1,NA,20-29 years old,White
31,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too much,Too much,Too little,Too much,NA,NA,Too much,Trump,1,NA,30-39 years old,White
55,Female,Bachelors,Yes,NA,Too little,Too little,About right,About right,NA,NA,About right,Clinton,NA,Disagree,50-59 years old,Hispanic
NA,Male,High School,No,"$10,000 ~ $19,999",About right,About right,About right,Too much,NA,NA,About right,Clinton,NA,Agree,NA,Hispanic
53,Female,Graduate,Yes,"$170,000 or over",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,Strongly disagree,50-59 years old,White
56,Female,High School,No,"$90,000 ~ $129,999",About right,About right,About right,About right,NA,NA,About right,Clinton,NA,Neither,50-59 years old,White
62,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,NA,NA,60-69 years old,White
42,Male,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,40-49 years old,White
37,Female,High School,No,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Clinton,NA,NA,30-39 years old,Other
39,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,NA,NA,NA,Too little,Clinton,NA,Disagree,30-39 years old,White
69,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,Too little,Other,NA,NA,60-69 years old,White
85,Female,Graduate,Yes,"$20,000 ~ $39,999",About right,About right,Too little,Too much,NA,NA,NA,Trump,NA,Neither,80-89 years old,White
39,Female,Bachelors,Yes,NA,Too little,Too little,About right,About right,NA,NA,Too little,Clinton,NA,Disagree,30-39 years old,Other
48,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,Strongly disagree,40-49 years old,White
78,Female,High School,Yes,"$40,000 ~ $59,999",About right,Too much,About right,Too much,NA,NA,About right,Trump,NA,Strongly agree,70-79 years old,White
62,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,60-69 years old,White
39,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,Strongly disagree,30-39 years old,Other
84,Female,Bachelors,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Did not vote,2,NA,80-89 years old,White
46,Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,NA,40-49 years old,Hispanic
42,Female,Associate College,Yes,"$90,000 ~ $129,999",NA,Too much,About right,Too much,NA,NA,Too little,Trump,2,Neither,40-49 years old,White
58,Male,Graduate,Yes,"$90,000 ~ $129,999",Too much,About right,Too little,Too much,NA,NA,About right,Trump,NA,Agree,50-59 years old,White
66,Male,Graduate,Yes,"$130,000 ~ $169,999",Too much,Too much,About right,About right,NA,NA,About right,Trump,1,Agree,60-69 years old,Hispanic
86,Male,High School,Yes,"$20,000 ~ $39,999",Too little,About right,Too little,Too little,NA,NA,About right,Trump,NA,Agree,80-89 years old,White
48,Male,Associate College,Yes,"$170,000 or over",Too little,Too much,Too little,Too much,NA,NA,About right,Trump,2,Neither,40-49 years old,White
59,Female,High School,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Neither,50-59 years old,White
37,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,NA,Disagree,30-39 years old,Black
89,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Neither,80-89 years old,White
54,Male,Bachelors,No,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,50-59 years old,Hispanic
59,Female,High School,Yes,"$40,000 ~ $59,999",About right,About right,Too much,About right,NA,NA,About right,Clinton,NA,Strongly disagree,50-59 years old,White
NA,Female,Bachelors,Yes,NA,Too little,Too little,About right,About right,NA,NA,Too little,Clinton,NA,Disagree,NA,White
62,Male,Bachelors,Yes,"$170,000 or over",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,NA,60-69 years old,White
25,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too much,NA,NA,About right,Other,2,Agree,20-29 years old,White
NA,Female,Graduate,Yes,NA,NA,NA,NA,NA,About right,About right,About right,Clinton,NA,NA,NA,White
NA,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too little,About right,About right,NA,NA,About right,Trump,2,Neither,NA,White
61,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Other,2,NA,60-69 years old,White
40,Male,Graduate,No,"$170,000 or over",Too much,Too little,Too much,Too little,NA,NA,Too much,Other,NA,Strongly disagree,40-49 years old,Asian
52,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too much,NA,Too little,Too much,NA,NA,Too little,Trump,NA,Strongly agree,50-59 years old,White
59,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too much,About right,About right,NA,NA,Too much,Clinton,1,Neither,50-59 years old,White
50,Male,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,Too little,Other,2,NA,50-59 years old,White
58,Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,50-59 years old,White
58,Male,High School,Yes,"$170,000 or over",Too little,Too much,Too little,Too much,NA,NA,About right,Trump,1,NA,50-59 years old,White
25,Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,Strongly disagree,20-29 years old,White
84,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,2,Agree,80-89 years old,White
65,Female,Graduate,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,60-69 years old,White
47,Female,Graduate,Yes,NA,Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,NA,40-49 years old,White
38,Male,Bachelors,Yes,NA,Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,NA,30-39 years old,Black
54,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,50-59 years old,Black
33,Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,2,Agree,30-39 years old,Black
76,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,70-79 years old,White
51,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,1,NA,50-59 years old,Black
29,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,1,NA,20-29 years old,White
37,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,30-39 years old,Black
34,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,1,NA,30-39 years old,Other
74,Male,High School,Yes,"$20,000 ~ $39,999",Too little,About right,About right,Too little,NA,NA,Too little,Clinton,2,Agree,70-79 years old,White
28,Female,Graduate,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,20-29 years old,White
32,Male,Graduate,Yes,NA,NA,NA,NA,NA,About right,Too much,Too little,Trump,1,Strongly disagree,30-39 years old,White
61,Male,High School,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,Too much,Trump,1,NA,60-69 years old,White
48,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,Too much,NA,NA,Too little,Other,1,Strongly agree,40-49 years old,White
72,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,About right,NA,NA,Too little,Clinton,1,NA,70-79 years old,White
69,Female,High School,Yes,"Under $10,000",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,60-69 years old,Other
79,Female,High School,Yes,"$40,000 ~ $59,999",Too little,About right,About right,Too much,NA,NA,Too little,Clinton,2,Disagree,70-79 years old,White
39,Female,High School,No,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Disagree,30-39 years old,White
69,Female,Associate College,Yes,"$40,000 ~ $59,999",Too little,Too much,About right,Too much,NA,NA,Too little,Trump,NA,Neither,60-69 years old,White
64,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,NA,NA,60-69 years old,White
48,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,1,NA,40-49 years old,Black
75,Female,High School,Yes,"$20,000 ~ $39,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,NA,Agree,70-79 years old,White
27,Male,High School,Yes,"$10,000 ~ $19,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Strongly agree,20-29 years old,White
67,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,1,NA,60-69 years old,White
62,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,Too little,NA,NA,About right,Clinton,1,NA,60-69 years old,Black
35,Male,Less than high school,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,1,Disagree,30-39 years old,White
46,Male,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,NA,NA,40-49 years old,White
